,res1,res2,cont1,cont2,s:e,position1,position2,sorted,result,s1,s2,season,episode,prediction,pt_preds,binary_pred,pred_correct,r1,r2
1246,7.0,4.0,Mariah,Shangela,3:7,,LOW,"[['Mariah', 'Shangela'], '3:7']",0,0,1,3.0,7.0,6.513356265221402e-06,7.264260573125593e-09,0,1,"trueskill.Rating(mu=19.877, sigma=1.035)","trueskill.Rating(mu=26.975, sigma=1.025)"
1248,7.0,4.0,Mariah,Carmen Carrera,3:7,,LOW,"[['Carmen Carrera', 'Mariah'], '3:7']",0,0,1,3.0,7.0,0.11123977220936507,2.8145795351171163e-05,0,1,"trueskill.Rating(mu=19.829, sigma=1.032)","trueskill.Rating(mu=21.851, sigma=1.064)"
1265,7.0,4.0,Phoenix,Shangela,3:7,,LOW,"[['Phoenix', 'Shangela'], '3:7']",0,0,1,3.0,7.0,1.11856539351828e-18,2.305638424332146e-17,0,1,"trueskill.Rating(mu=9.746, sigma=1.447)","trueskill.Rating(mu=27.022, sigma=1.023)"
1289,5.0,4.0,Alexis Mateo,Carmen Carrera,3:7,BTM2,LOW,"[['Alexis Mateo', 'Carmen Carrera'], '3:7']",0,0,1,3.0,7.0,0.999999184040631,0.9999927855750221,1,0,"trueskill.Rating(mu=30.816, sigma=1.267)","trueskill.Rating(mu=21.976, sigma=1.057)"
1303,7.0,4.0,Venus D-Lite,Shangela,3:7,,LOW,"[['Shangela', 'Venus D-Lite'], '3:7']",0,0,1,3.0,7.0,4.197101035540709e-20,2.2699828431394946e-18,0,1,"trueskill.Rating(mu=3.450, sigma=2.103)","trueskill.Rating(mu=27.024, sigma=1.026)"
1304,7.0,4.0,Venus D-Lite,Carmen Carrera,3:7,,LOW,"[['Carmen Carrera', 'Venus D-Lite'], '3:7']",0,0,1,3.0,7.0,1.8875260341059407e-13,6.7202908009573774e-15,0,1,"trueskill.Rating(mu=3.449, sigma=2.104)","trueskill.Rating(mu=22.343, sigma=1.047)"
1307,5.0,4.0,Alexis Mateo,Shangela,3:7,BTM2,LOW,"[['Alexis Mateo', 'Shangela'], '3:7']",0,0,1,3.0,7.0,0.9647704326811594,0.996577913373243,1,0,"trueskill.Rating(mu=30.291, sigma=1.246)","trueskill.Rating(mu=27.024, sigma=1.029)"
1324,7.0,5.0,Venus D-Lite,Alexis Mateo,3:7,,BTM2,"[['Alexis Mateo', 'Venus D-Lite'], '3:7']",0,0,1,3.0,7.0,5.64875966900999e-23,4.884608624906529e-24,0,1,"trueskill.Rating(mu=3.445, sigma=2.104)","trueskill.Rating(mu=29.970, sigma=1.229)"
1325,7.0,5.0,Phoenix,Alexis Mateo,3:7,,BTM2,"[['Alexis Mateo', 'Phoenix'], '3:7']",0,0,1,3.0,7.0,8.591465811448238e-22,1.2054671196942208e-24,0,1,"trueskill.Rating(mu=9.743, sigma=1.448)","trueskill.Rating(mu=29.970, sigma=1.232)"
1327,7.0,5.0,Mimi Imfurst,Alexis Mateo,3:7,,BTM2,"[['Alexis Mateo', 'Mimi Imfurst'], '3:7']",0,0,1,3.0,7.0,2.7299172142314624e-13,3.7619767411092963e-19,0,1,"trueskill.Rating(mu=16.820, sigma=1.066)","trueskill.Rating(mu=29.970, sigma=1.235)"
1366,6.0,5.0,Stacy Layne Matthews,Alexis Mateo,3:7,ELIM,BTM2,"[['Alexis Mateo', 'Stacy Layne Matthews'], '3:7']",0,0,1,3.0,7.0,0.014269430424437126,1.0605860062960548e-09,0,1,"trueskill.Rating(mu=26.093, sigma=1.003)","trueskill.Rating(mu=29.983, sigma=1.235)"
1371,7.0,5.0,Mariah,Alexis Mateo,3:7,,BTM2,"[['Alexis Mateo', 'Mariah'], '3:7']",0,0,1,3.0,7.0,2.8764037128912087e-09,6.508475281880858e-16,0,1,"trueskill.Rating(mu=19.711, sigma=1.027)","trueskill.Rating(mu=30.109, sigma=1.225)"
1377,7.0,5.0,India Ferrah,Alexis Mateo,3:7,,BTM2,"[['Alexis Mateo', 'India Ferrah'], '3:7']",0,0,1,3.0,7.0,1.6042289670549525e-15,1.7749801203666818e-20,0,1,"trueskill.Rating(mu=15.332, sigma=1.153)","trueskill.Rating(mu=30.139, sigma=1.222)"
1461,7.0,6.0,Phoenix,Stacy Layne Matthews,3:7,,ELIM,"[['Phoenix', 'Stacy Layne Matthews'], '3:7']",0,0,1,3.0,7.0,5.761323466829773e-17,2.4430271319460762e-09,0,1,"trueskill.Rating(mu=9.742, sigma=1.450)","trueskill.Rating(mu=26.009, sigma=1.000)"
1468,7.0,6.0,Venus D-Lite,Stacy Layne Matthews,3:7,,ELIM,"[['Stacy Layne Matthews', 'Venus D-Lite'], '3:7']",0,0,1,3.0,7.0,1.0271409244833495e-18,7.926494685726756e-12,0,1,"trueskill.Rating(mu=3.444, sigma=2.105)","trueskill.Rating(mu=26.012, sigma=1.003)"
1476,7.0,6.0,Mariah,Stacy Layne Matthews,3:7,,ELIM,"[['Mariah', 'Stacy Layne Matthews'], '3:7']",0,0,1,3.0,7.0,4.191467135016016e-05,0.008097422359520401,0,1,"trueskill.Rating(mu=19.690, sigma=1.027)","trueskill.Rating(mu=26.012, sigma=1.006)"
1478,7.0,6.0,India Ferrah,Stacy Layne Matthews,3:7,,ELIM,"[['India Ferrah', 'Stacy Layne Matthews'], '3:7']",0,0,1,3.0,7.0,1.6737816511488434e-10,2.168784541838761e-05,0,1,"trueskill.Rating(mu=15.325, sigma=1.155)","trueskill.Rating(mu=26.066, sigma=1.004)"
1483,7.0,6.0,Mimi Imfurst,Stacy Layne Matthews,3:7,,ELIM,"[['Mimi Imfurst', 'Stacy Layne Matthews'], '3:7']",0,0,1,3.0,7.0,7.66086318036246e-09,0.00020727276710808876,0,1,"trueskill.Rating(mu=16.810, sigma=1.068)","trueskill.Rating(mu=26.084, sigma=1.005)"
956,2.0,1.0,Manila Luzon,Raja,3:7.0,HIGH,WIN,"[['Manila Luzon', 'Raja'], '3:7.0']",0,0,1,3.0,7.0,0.4829858611299795,0.47023043672272175,0,1,"trueskill.Rating(mu=28.352, sigma=1.073)","trueskill.Rating(mu=28.425, sigma=1.083)"
1069,2.0,1.0,Delta Work,Raja,3:7.0,HIGH,WIN,"[['Delta Work', 'Raja'], '3:7.0']",0,0,1,3.0,7.0,6.071190254146893e-05,4.203227067948871e-14,0,1,"trueskill.Rating(mu=22.113, sigma=1.058)","trueskill.Rating(mu=28.593, sigma=1.075)"
1074,6.0,1.0,Stacy Layne Matthews,Raja,3:7.0,ELIM,WIN,"[['Raja', 'Stacy Layne Matthews'], '3:7.0']",0,0,1,3.0,7.0,0.06083471469091634,4.943025245034971e-13,0,1,"trueskill.Rating(mu=26.111, sigma=1.005)","trueskill.Rating(mu=28.652, sigma=1.071)"
1079,7.0,1.0,Mariah,Raja,3:7.0,,WIN,"[['Mariah', 'Raja'], '3:7.0']",0,0,1,3.0,7.0,1.6138441515162276e-08,7.083737164050556e-20,0,1,"trueskill.Rating(mu=19.634, sigma=1.025)","trueskill.Rating(mu=28.770, sigma=1.065)"
1082,4.0,1.0,Shangela,Raja,3:7.0,LOW,WIN,"[['Raja', 'Shangela'], '3:7.0']",0,0,1,3.0,7.0,0.17237931280786803,4.646676678826079e-05,0,1,"trueskill.Rating(mu=27.244, sigma=1.022)","trueskill.Rating(mu=28.802, sigma=1.064)"
1085,5.0,1.0,Alexis Mateo,Raja,3:7.0,BTM2,WIN,"[['Alexis Mateo', 'Raja'], '3:7.0']",0,0,1,3.0,7.0,0.7485481495748633,0.11532941704995714,1,0,"trueskill.Rating(mu=30.146, sigma=1.223)","trueskill.Rating(mu=28.936, sigma=1.057)"
1089,2.0,1.0,Yara Sofia,Raja,3:7.0,HIGH,WIN,"[['Raja', 'Yara Sofia'], '3:7.0']",0,0,1,3.0,7.0,0.06722753698637643,0.15584047142707236,0,1,"trueskill.Rating(mu=26.597, sigma=1.084)","trueskill.Rating(mu=29.122, sigma=1.049)"
1095,4.0,1.0,Carmen Carrera,Raja,3:7.0,LOW,WIN,"[['Carmen Carrera', 'Raja'], '3:7.0']",0,0,1,3.0,7.0,1.5694531253065752e-05,1.8111136739380135e-08,0,1,"trueskill.Rating(mu=22.344, sigma=1.050)","trueskill.Rating(mu=29.235, sigma=1.044)"
1118,7.0,1.0,Venus D-Lite,Raja,3:7.0,,WIN,"[['Raja', 'Venus D-Lite'], '3:7.0']",0,0,1,3.0,7.0,1.4173721908862842e-23,6.1530911370537294e-27,0,1,"trueskill.Rating(mu=3.444, sigma=2.107)","trueskill.Rating(mu=29.286, sigma=1.041)"
1120,7.0,1.0,India Ferrah,Raja,3:7.0,,WIN,"[['India Ferrah', 'Raja'], '3:7.0']",0,0,1,3.0,7.0,4.528750852412754e-16,1.4139879207980116e-24,0,1,"trueskill.Rating(mu=15.301, sigma=1.154)","trueskill.Rating(mu=29.286, sigma=1.045)"
1125,7.0,1.0,Mimi Imfurst,Raja,3:7.0,,WIN,"[['Mimi Imfurst', 'Raja'], '3:7.0']",0,0,1,3.0,7.0,3.476198983375456e-14,2.736779193040244e-23,0,1,"trueskill.Rating(mu=16.779, sigma=1.067)","trueskill.Rating(mu=29.293, sigma=1.047)"
1131,7.0,1.0,Phoenix,Raja,3:7.0,,WIN,"[['Phoenix', 'Raja'], '3:7.0']",0,0,1,3.0,7.0,5.425076289994184e-23,1.8471179573034706e-28,0,1,"trueskill.Rating(mu=9.736, sigma=1.451)","trueskill.Rating(mu=29.304, sigma=1.048)"
3468,7.0,2.0,Mariah,Delta Work,3:7.0,,HIGH,"[['Delta Work', 'Mariah'], '3:7.0']",0,0,1,3.0,7.0,0.06802834083884175,0.025655196155877344,0,1,"trueskill.Rating(mu=19.605, sigma=1.024)","trueskill.Rating(mu=22.056, sigma=1.055)"
3471,7.0,2.0,India Ferrah,Manila Luzon,3:7.0,,HIGH,"[['India Ferrah', 'Manila Luzon'], '3:7.0']",0,0,1,3.0,7.0,1.0503480041644038e-13,1.9044562024645075e-24,0,1,"trueskill.Rating(mu=15.293, sigma=1.155)","trueskill.Rating(mu=28.187, sigma=1.065)"
3476,7.0,2.0,India Ferrah,Delta Work,3:7.0,,HIGH,"[['Delta Work', 'India Ferrah'], '3:7.0']",0,0,1,3.0,7.0,3.907688485697929e-05,0.00012981639058423622,0,1,"trueskill.Rating(mu=15.281, sigma=1.156)","trueskill.Rating(mu=22.171, sigma=1.049)"
3490,7.0,2.0,India Ferrah,Yara Sofia,3:7.0,,HIGH,"[['India Ferrah', 'Yara Sofia'], '3:7.0']",0,0,1,3.0,7.0,8.425138370744372e-11,2.130497548070928e-21,0,1,"trueskill.Rating(mu=15.218, sigma=1.151)","trueskill.Rating(mu=26.476, sigma=1.078)"
3523,6.0,2.0,Stacy Layne Matthews,Delta Work,3:7.0,ELIM,HIGH,"[['Delta Work', 'Stacy Layne Matthews'], '3:7.0']",0,0,1,3.0,7.0,0.9903127202713959,0.6735413157710615,1,0,"trueskill.Rating(mu=26.007, sigma=1.000)","trueskill.Rating(mu=22.223, sigma=1.047)"
3531,7.0,2.0,Mariah,Yara Sofia,3:7.0,,HIGH,"[['Mariah', 'Yara Sofia'], '3:7.0']",0,0,1,3.0,7.0,1.2240621587393876e-05,8.888185466959781e-17,0,1,"trueskill.Rating(mu=19.496, sigma=1.019)","trueskill.Rating(mu=26.494, sigma=1.078)"
3543,7.0,2.0,Mariah,Manila Luzon,3:7.0,,HIGH,"[['Manila Luzon', 'Mariah'], '3:7.0']",0,0,1,3.0,7.0,5.4898220852538546e-08,9.624880343627836e-20,0,1,"trueskill.Rating(mu=19.448, sigma=1.017)","trueskill.Rating(mu=28.197, sigma=1.066)"
3567,7.0,2.0,Mimi Imfurst,Delta Work,3:7.0,,HIGH,"[['Delta Work', 'Mimi Imfurst'], '3:7.0']",0,0,1,3.0,7.0,0.0003117294120274599,0.0010304388651450076,0,1,"trueskill.Rating(mu=16.768, sigma=1.068)","trueskill.Rating(mu=22.464, sigma=1.038)"
3581,7.0,2.0,Phoenix,Delta Work,3:7.0,,HIGH,"[['Delta Work', 'Phoenix'], '3:7.0']",0,0,1,3.0,7.0,6.245783023944117e-11,2.2515447216662895e-08,0,1,"trueskill.Rating(mu=9.735, sigma=1.453)","trueskill.Rating(mu=22.528, sigma=1.035)"
3595,7.0,2.0,Phoenix,Yara Sofia,3:7.0,,HIGH,"[['Phoenix', 'Yara Sofia'], '3:7.0']",0,0,1,3.0,7.0,3.180392041985334e-17,1.6905093796980415e-25,0,1,"trueskill.Rating(mu=9.714, sigma=1.450)","trueskill.Rating(mu=26.547, sigma=1.075)"
3602,7.0,2.0,Phoenix,Manila Luzon,3:7.0,,HIGH,"[['Manila Luzon', 'Phoenix'], '3:7.0']",0,0,1,3.0,7.0,1.423466044375188e-20,2.468836490567992e-28,0,1,"trueskill.Rating(mu=9.710, sigma=1.451)","trueskill.Rating(mu=28.232, sigma=1.065)"
3640,7.0,2.0,Mimi Imfurst,Yara Sofia,3:7.0,,HIGH,"[['Mimi Imfurst', 'Yara Sofia'], '3:7.0']",0,0,1,3.0,7.0,2.9905578139427308e-09,4.451698535447746e-20,0,1,"trueskill.Rating(mu=16.699, sigma=1.064)","trueskill.Rating(mu=26.550, sigma=1.078)"
3647,7.0,2.0,Mimi Imfurst,Manila Luzon,3:7.0,,HIGH,"[['Manila Luzon', 'Mimi Imfurst'], '3:7.0']",0,0,1,3.0,7.0,3.456461104001973e-12,3.694901084259132e-23,0,1,"trueskill.Rating(mu=16.673, sigma=1.064)","trueskill.Rating(mu=28.233, sigma=1.068)"
3662,4.0,2.0,Carmen Carrera,Manila Luzon,3:7.0,LOW,HIGH,"[['Carmen Carrera', 'Manila Luzon'], '3:7.0']",0,0,1,3.0,7.0,0.0001848577237598406,2.4107116510914077e-08,0,1,"trueskill.Rating(mu=22.292, sigma=1.047)","trueskill.Rating(mu=28.249, sigma=1.069)"
3705,4.0,2.0,Carmen Carrera,Delta Work,3:7.0,LOW,HIGH,"[['Carmen Carrera', 'Delta Work'], '3:7.0']",0,0,1,3.0,7.0,0.42556221301612995,0.9839376718497139,0,1,"trueskill.Rating(mu=22.230, sigma=1.044)","trueskill.Rating(mu=22.539, sigma=1.036)"
3710,4.0,2.0,Carmen Carrera,Yara Sofia,3:7.0,LOW,HIGH,"[['Carmen Carrera', 'Yara Sofia'], '3:7.0']",0,0,1,3.0,7.0,0.003560239956367373,2.4087972010514954e-06,0,1,"trueskill.Rating(mu=22.078, sigma=1.037)","trueskill.Rating(mu=26.577, sigma=1.077)"
3720,5.0,2.0,Alexis Mateo,Yara Sofia,3:7.0,BTM2,HIGH,"[['Alexis Mateo', 'Yara Sofia'], '3:7.0']",0,0,1,3.0,7.0,0.9633611457893839,0.4215320910791716,1,0,"trueskill.Rating(mu=29.897, sigma=1.209)","trueskill.Rating(mu=26.663, sigma=1.072)"
3723,5.0,2.0,Alexis Mateo,Manila Luzon,3:7.0,BTM2,HIGH,"[['Alexis Mateo', 'Manila Luzon'], '3:7.0']",0,0,1,3.0,7.0,0.763311693248931,0.1295137978685072,1,0,"trueskill.Rating(mu=29.596, sigma=1.194)","trueskill.Rating(mu=28.314, sigma=1.065)"
3756,5.0,2.0,Alexis Mateo,Delta Work,3:7.0,BTM2,HIGH,"[['Alexis Mateo', 'Delta Work'], '3:7.0']",0,0,1,3.0,7.0,0.999930441816034,0.9999999998853952,1,0,"trueskill.Rating(mu=29.357, sigma=1.180)","trueskill.Rating(mu=22.689, sigma=1.030)"
3798,6.0,2.0,Stacy Layne Matthews,Yara Sofia,3:7.0,ELIM,HIGH,"[['Stacy Layne Matthews', 'Yara Sofia'], '3:7.0']",0,0,1,3.0,7.0,0.24689057540237727,2.271403120487529e-10,0,1,"trueskill.Rating(mu=25.787, sigma=0.993)","trueskill.Rating(mu=26.900, sigma=1.062)"
3803,6.0,2.0,Stacy Layne Matthews,Manila Luzon,3:7.0,ELIM,HIGH,"[['Manila Luzon', 'Stacy Layne Matthews'], '3:7.0']",0,0,1,3.0,7.0,0.03945266861729184,6.734545051044246e-13,0,1,"trueskill.Rating(mu=25.663, sigma=0.988)","trueskill.Rating(mu=28.505, sigma=1.057)"
3812,4.0,2.0,Shangela,Delta Work,3:7.0,LOW,HIGH,"[['Delta Work', 'Shangela'], '3:7.0']",0,0,1,3.0,7.0,0.9948770775878829,0.9999403883801347,1,0,"trueskill.Rating(mu=27.120, sigma=1.016)","trueskill.Rating(mu=22.986, sigma=1.021)"
3816,4.0,2.0,Shangela,Yara Sofia,3:7.0,LOW,HIGH,"[['Shangela', 'Yara Sofia'], '3:7.0']",0,0,1,3.0,7.0,0.46177506465894463,0.0016945105645955003,0,1,"trueskill.Rating(mu=26.885, sigma=1.008)","trueskill.Rating(mu=27.042, sigma=1.055)"
3822,4.0,2.0,Shangela,Manila Luzon,3:7.0,LOW,HIGH,"[['Manila Luzon', 'Shangela'], '3:7.0']",0,0,1,3.0,7.0,0.12422895849682063,5.916041556433424e-05,0,1,"trueskill.Rating(mu=26.740, sigma=1.002)","trueskill.Rating(mu=28.614, sigma=1.051)"
4051,7.0,2.0,Venus D-Lite,Delta Work,3:7.0,,HIGH,"[['Delta Work', 'Venus D-Lite'], '3:7.0']",0,0,1,3.0,7.0,1.0178232591906139e-14,5.5375885470746544e-11,0,1,"trueskill.Rating(mu=3.444, sigma=2.108)","trueskill.Rating(mu=23.223, sigma=1.013)"
4119,7.0,2.0,Venus D-Lite,Yara Sofia,3:7.0,,HIGH,"[['Venus D-Lite', 'Yara Sofia'], '3:7.0']",0,0,1,3.0,7.0,3.7987165866487107e-20,1.1989971912012302e-24,0,1,"trueskill.Rating(mu=3.441, sigma=2.108)","trueskill.Rating(mu=27.201, sigma=1.048)"
4122,7.0,2.0,Venus D-Lite,Manila Luzon,3:7.0,,HIGH,"[['Manila Luzon', 'Venus D-Lite'], '3:7.0']",0,0,1,3.0,7.0,1.3490437183167386e-22,8.032024987631403e-27,0,1,"trueskill.Rating(mu=3.440, sigma=2.110)","trueskill.Rating(mu=28.739, sigma=1.045)"
6863,7.0,4.0,Mimi Imfurst,Shangela,3:7.0,,LOW,"[['Mimi Imfurst', 'Shangela'], '3:7.0']",0,0,1,3.0,7.0,4.888550260645232e-10,1.3579431534395698e-11,0,1,"trueskill.Rating(mu=16.657, sigma=1.064)","trueskill.Rating(mu=26.627, sigma=0.998)"
6880,7.0,4.0,Mimi Imfurst,Carmen Carrera,3:7.0,,LOW,"[['Carmen Carrera', 'Mimi Imfurst'], '3:7.0']",0,0,1,3.0,7.0,0.0006071831730351315,1.8117132908146472e-07,0,1,"trueskill.Rating(mu=16.632, sigma=1.064)","trueskill.Rating(mu=21.997, sigma=1.033)"
6928,6.0,4.0,Stacy Layne Matthews,Shangela,3:7.0,ELIM,LOW,"[['Shangela', 'Stacy Layne Matthews'], '3:7.0']",0,0,1,3.0,7.0,0.24509137383747062,0.00028515315197355897,0,1,"trueskill.Rating(mu=25.567, sigma=0.984)","trueskill.Rating(mu=26.649, sigma=0.998)"
6929,6.0,4.0,Stacy Layne Matthews,Carmen Carrera,3:7.0,ELIM,LOW,"[['Carmen Carrera', 'Stacy Layne Matthews'], '3:7.0']",0,0,1,3.0,7.0,0.9832677226655905,0.04297495456962961,1,0,"trueskill.Rating(mu=25.445, sigma=0.980)","trueskill.Rating(mu=22.065, sigma=1.030)"
6934,7.0,4.0,Mariah,Carmen Carrera,3:7.0,,LOW,"[['Carmen Carrera', 'Mariah'], '3:7.0']",0,0,1,3.0,7.0,0.03731952119100272,2.8145795351171163e-05,0,1,"trueskill.Rating(mu=19.417, sigma=1.017)","trueskill.Rating(mu=22.290, sigma=1.022)"
6936,7.0,4.0,India Ferrah,Shangela,3:7.0,,LOW,"[['India Ferrah', 'Shangela'], '3:7.0']",0,0,1,3.0,7.0,4.604366678687321e-12,6.657595441954397e-13,0,1,"trueskill.Rating(mu=15.197, sigma=1.150)","trueskill.Rating(mu=26.775, sigma=0.993)"
6937,7.0,4.0,India Ferrah,Carmen Carrera,3:7.0,,LOW,"[['Carmen Carrera', 'India Ferrah'], '3:7.0']",0,0,1,3.0,7.0,1.313387599968651e-05,1.1859907457718629e-08,0,1,"trueskill.Rating(mu=15.179, sigma=1.150)","trueskill.Rating(mu=22.392, sigma=1.017)"
6962,7.0,4.0,Mariah,Shangela,3:7.0,,LOW,"[['Mariah', 'Shangela'], '3:7.0']",0,0,1,3.0,7.0,1.233282805341499e-06,7.264260573125593e-09,0,1,"trueskill.Rating(mu=19.316, sigma=1.012)","trueskill.Rating(mu=26.789, sigma=0.994)"
7084,7.0,4.0,Venus D-Lite,Shangela,3:7.0,,LOW,"[['Shangela', 'Venus D-Lite'], '3:7.0']",0,0,1,3.0,7.0,5.90977935240592e-20,2.2699828431394946e-18,0,1,"trueskill.Rating(mu=3.440, sigma=2.111)","trueskill.Rating(mu=26.830, sigma=0.993)"
7090,7.0,4.0,Venus D-Lite,Carmen Carrera,3:7.0,,LOW,"[['Carmen Carrera', 'Venus D-Lite'], '3:7.0']",0,0,1,3.0,7.0,1.1551908381826297e-13,6.7202908009573774e-15,0,1,"trueskill.Rating(mu=3.440, sigma=2.113)","trueskill.Rating(mu=22.437, sigma=1.016)"
7112,7.0,4.0,Phoenix,Shangela,3:7.0,,LOW,"[['Phoenix', 'Shangela'], '3:7.0']",0,0,1,3.0,7.0,1.3757536176917046e-18,2.305638424332146e-17,0,1,"trueskill.Rating(mu=9.707, sigma=1.453)","trueskill.Rating(mu=26.830, sigma=0.997)"
7115,7.0,4.0,Phoenix,Carmen Carrera,3:7.0,,LOW,"[['Carmen Carrera', 'Phoenix'], '3:7.0']",0,0,1,3.0,7.0,6.178801846067438e-11,5.43831147410121e-13,0,1,"trueskill.Rating(mu=9.703, sigma=1.454)","trueskill.Rating(mu=22.438, sigma=1.019)"
7397,5.0,4.0,Alexis Mateo,Carmen Carrera,3:7.0,BTM2,LOW,"[['Alexis Mateo', 'Carmen Carrera'], '3:7.0']",0,0,1,3.0,7.0,0.9999172168371228,0.9999927855750221,1,0,"trueskill.Rating(mu=28.967, sigma=1.165)","trueskill.Rating(mu=22.449, sigma=1.020)"
7403,5.0,4.0,Alexis Mateo,Shangela,3:7.0,BTM2,LOW,"[['Alexis Mateo', 'Shangela'], '3:7.0']",0,0,1,3.0,7.0,0.8492155259655862,0.996577913373243,1,0,"trueskill.Rating(mu=28.591, sigma=1.150)","trueskill.Rating(mu=26.832, sigma=1.000)"
7789,7.0,5.0,Phoenix,Alexis Mateo,3:7.0,,BTM2,"[['Alexis Mateo', 'Phoenix'], '3:7.0']",0,0,1,3.0,7.0,6.02870556788342e-20,1.2054671196942208e-24,0,1,"trueskill.Rating(mu=9.682, sigma=1.451)","trueskill.Rating(mu=28.356, sigma=1.138)"
7803,7.0,5.0,Mimi Imfurst,Alexis Mateo,3:7.0,,BTM2,"[['Alexis Mateo', 'Mimi Imfurst'], '3:7.0']",0,0,1,3.0,7.0,6.143457839467958e-12,3.7619767411092963e-19,0,1,"trueskill.Rating(mu=16.560, sigma=1.060)","trueskill.Rating(mu=28.357, sigma=1.141)"
7816,7.0,5.0,Venus D-Lite,Alexis Mateo,3:7.0,,BTM2,"[['Alexis Mateo', 'Venus D-Lite'], '3:7.0']",0,0,1,3.0,7.0,3.659828608480993e-21,4.884608624906529e-24,0,1,"trueskill.Rating(mu=3.435, sigma=2.112)","trueskill.Rating(mu=28.374, sigma=1.141)"
7852,6.0,5.0,Stacy Layne Matthews,Alexis Mateo,3:7.0,ELIM,BTM2,"[['Alexis Mateo', 'Stacy Layne Matthews'], '3:7.0']",0,0,1,3.0,7.0,0.0309514119351499,1.0605860062960548e-09,0,1,"trueskill.Rating(mu=25.241, sigma=0.973)","trueskill.Rating(mu=28.374, sigma=1.144)"
7865,7.0,5.0,Mariah,Alexis Mateo,3:7.0,,BTM2,"[['Alexis Mateo', 'Mariah'], '3:7.0']",0,0,1,3.0,7.0,2.8566114221951725e-08,6.508475281880858e-16,0,1,"trueskill.Rating(mu=19.273, sigma=1.011)","trueskill.Rating(mu=28.496, sigma=1.136)"
7884,7.0,5.0,India Ferrah,Alexis Mateo,3:7.0,,BTM2,"[['Alexis Mateo', 'India Ferrah'], '3:7.0']",0,0,1,3.0,7.0,4.962844673560293e-14,1.7749801203666818e-20,0,1,"trueskill.Rating(mu=15.121, sigma=1.146)","trueskill.Rating(mu=28.532, sigma=1.134)"
8886,7.0,6.0,Mariah,Stacy Layne Matthews,3:7.0,,ELIM,"[['Mariah', 'Stacy Layne Matthews'], '3:7.0']",0,0,1,3.0,7.0,8.097278908567221e-05,0.008097422359520401,0,1,"trueskill.Rating(mu=19.246, sigma=1.011)","trueskill.Rating(mu=25.153, sigma=0.970)"
8938,7.0,6.0,India Ferrah,Stacy Layne Matthews,3:7.0,,ELIM,"[['India Ferrah', 'Stacy Layne Matthews'], '3:7.0']",0,0,1,3.0,7.0,8.668680941298667e-10,2.168784541838761e-05,0,1,"trueskill.Rating(mu=15.111, sigma=1.147)","trueskill.Rating(mu=25.207, sigma=0.968)"
8939,7.0,6.0,Mimi Imfurst,Stacy Layne Matthews,3:7.0,,ELIM,"[['Mimi Imfurst', 'Stacy Layne Matthews'], '3:7.0']",0,0,1,3.0,7.0,3.233378396168497e-08,0.00020727276710808876,0,1,"trueskill.Rating(mu=16.545, sigma=1.061)","trueskill.Rating(mu=25.227, sigma=0.969)"
9005,7.0,6.0,Phoenix,Stacy Layne Matthews,3:7.0,,ELIM,"[['Phoenix', 'Stacy Layne Matthews'], '3:7.0']",0,0,1,3.0,7.0,5.892949332283878e-16,2.4430271319460762e-09,0,1,"trueskill.Rating(mu=9.680, sigma=1.453)","trueskill.Rating(mu=25.256, sigma=0.969)"
9006,7.0,6.0,Venus D-Lite,Stacy Layne Matthews,3:7.0,,ELIM,"[['Stacy Layne Matthews', 'Venus D-Lite'], '3:7.0']",0,0,1,3.0,7.0,1.0051657101854077e-17,7.926494685726756e-12,0,1,"trueskill.Rating(mu=3.435, sigma=2.114)","trueskill.Rating(mu=25.260, sigma=0.972)"
8,2.0,1.0,Raja,Shangela,3:8,HIGH,WIN,"[['Raja', 'Shangela'], '3:8']",0,0,1,3.0,8.0,0.922145522108157,0.9999535332332118,1,0,"trueskill.Rating(mu=29.305, sigma=1.051)","trueskill.Rating(mu=27.010, sigma=0.993)"
11,5.0,1.0,Manila Luzon,Shangela,3:8,BTM2,WIN,"[['Manila Luzon', 'Shangela'], '3:8']",0,0,1,3.0,8.0,0.8311308700715904,0.9999408395844357,1,0,"trueskill.Rating(mu=28.739, sigma=1.048)","trueskill.Rating(mu=27.197, sigma=0.987)"
16,4.0,1.0,Alexis Mateo,Shangela,3:8,LOW,WIN,"[['Alexis Mateo', 'Shangela'], '3:8']",0,0,1,3.0,8.0,0.7583260337635638,0.996577913373243,1,0,"trueskill.Rating(mu=28.542, sigma=1.135)","trueskill.Rating(mu=27.367, sigma=0.981)"
18,2.0,1.0,Yara Sofia,Shangela,3:8,HIGH,WIN,"[['Shangela', 'Yara Sofia'], '3:8']",0,0,1,3.0,8.0,0.4193195707531103,0.9983054894354045,0,1,"trueskill.Rating(mu=27.201, sigma=1.051)","trueskill.Rating(mu=27.527, sigma=0.976)"
21,2.0,1.0,Carmen Carrera,Shangela,3:8,HIGH,WIN,"[['Carmen Carrera', 'Shangela'], '3:8']",0,0,1,3.0,8.0,0.0008444704506313184,0.042666154616685326,0,1,"trueskill.Rating(mu=22.738, sigma=1.012)","trueskill.Rating(mu=27.660, sigma=0.971)"
